NUM;FECHA_CORTE;PERIODO;EMPRESA;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO_DISTRITO;TECNOLOGÍA;SEGMENTO;RANGO_VELOC_BAJADA;VELOC_INFERIOR_KBPS;VELOC_SUPERIOR_EXCLUYENTE_KBPS;CANT_CONEXIONES
64064;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;CHACLACAYO;150107;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;12
64065;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;EL AGUSTINO;150111;Cablemódem;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;31
64066;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;EL AGUSTINO;150111;Cablemódem;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;3
64067;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;EL AGUSTINO;150111;Fibra Óptica;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64068;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;EL AGUSTINO;150111;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;4
64069;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;EL AGUSTINO;150111;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;5
64070;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;EL AGUSTINO;150111;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;2
64071;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;EL AGUSTINO;150111;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;110
64072;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;EL AGUSTINO;150111;Fibra Óptica;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;56
64073;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;EL AGUSTINO;150111;Fibra Óptica;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;150
64074;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;EL AGUSTINO;150111;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;330
64075;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;EL AGUSTINO;150111;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;149
64076;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;EL AGUSTINO;150111;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;5
64077;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;JESUS MARIA;150113;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;1
64078;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LA VICTORIA;140106;Fibra Óptica;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64079;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LA VICTORIA;140106;Fibra Óptica;Comercial;30 Mbps <= BW < 50 Mbps;30720;51200;1
64080;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LA VICTORIA;140106;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;2
64081;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LA VICTORIA;140106;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;2
64082;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LA VICTORIA;140106;Fibra Óptica;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;2
64083;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Cablemódem;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;8
64084;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Cablemódem;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64085;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Cablemódem;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;482
64086;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Cablemódem;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;12
64087;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Cablemódem;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;7
64088;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Cablemódem;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;11
64089;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Cablemódem;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;4
64090;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Fibra Óptica;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;10
64091;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Fibra Óptica;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;14
64092;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Fibra Óptica;Comercial;30 Mbps <= BW < 50 Mbps;30720;51200;23
64093;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;48
64094;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;52
64095;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;9
64096;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;454
64097;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Fibra Óptica;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;571
64098;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Fibra Óptica;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;1333
64099;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;3013
64100;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;1160
64101;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;LURIGANCHO;150118;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;75
64102;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;MIRAFLORES;40110;Fibra Óptica;Comercial;4 Mbps <= BW < 8 Mbps;4096;8192;1
64103;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;PUENTE PIEDRA;150125;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;3
64104;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;PUENTE PIEDRA;150125;Fibra Óptica;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64105;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;PUENTE PIEDRA;150125;Fibra Óptica;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;1
64106;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;PUENTE PIEDRA;150125;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;4
64107;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SAN ISIDRO;90612;Fibra Óptica;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64108;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SAN LUIS;20701;Fibra Óptica;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64109;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SAN MARTIN DE PORRES;150135;Fibra Óptica;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64110;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SAN MARTIN DE PORRES;150135;Fibra Óptica;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64111;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Cablemódem;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;2
64112;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Cablemódem;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;120
64113;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Cablemódem;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64114;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Cablemódem;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;5
64115;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Cablemódem;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;4
64116;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Cablemódem;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;2
64117;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Fibra Óptica;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;3
64118;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Fibra Óptica;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;2
64119;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Fibra Óptica;Comercial;30 Mbps <= BW < 50 Mbps;30720;51200;6
64120;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;13
64121;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;5
64122;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;1
64123;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;158
64124;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Fibra Óptica;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;51
64125;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Fibra Óptica;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;288
64126;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;615
64127;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;218
64128;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTA ANITA;150137;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;6
64129;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTIAGO DE SURCO;150140;Fibra Óptica;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;3
64130;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SANTIAGO DE SURCO;150140;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;1
64131;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SURQUILLO;150141;Fibra Óptica;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64132;20240617;202312;EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA S.A.C.;LIMA;LIMA;SURQUILLO;150141;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;1
64133;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;BAGUA;ARAMANGO;10202;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;5
64134;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;BAGUA;BAGUA;10201;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;1
64135;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;BAGUA;BAGUA;10201;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;3
64136;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;BAGUA;BAGUA;10201;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64137;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;BAGUA;COPALLIN;10203;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64138;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;BAGUA;LA PECA;10206;Fibra Óptica;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64139;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;BAGUA;LA PECA;10206;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64140;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;BONGARA;CHISQUILLA;10302;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;2
64141;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;BONGARA;JAZAN;10307;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;1
64142;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;BONGARA;JAZAN;10307;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;2
64143;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;BONGARA;JUMBILLA;10301;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;2
64144;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;BONGARA;YAMBRASBAMBA;10312;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;1
64145;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;10101;Fibra Óptica;Comercial;4 Mbps <= BW < 8 Mbps;4096;8192;1
64146;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;10101;Fibra Óptica;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;2
64147;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;10101;Otras Tecnologías;Comercial;2048 <=  BW < 4096 kbps;2048;4096;2
64148;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;10101;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;13
64149;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CHACHAPOYAS;CHILIQUIN;10105;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64150;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CHACHAPOYAS;CHUQUIBAMBA;10106;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;1
64151;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CHACHAPOYAS;HUANCAS;10108;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64152;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;10110;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;2
64153;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CHACHAPOYAS;MARISCAL CASTILLA;10113;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;2
64154;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CHACHAPOYAS;QUINJALCA;10117;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64155;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CHACHAPOYAS;SAN ISIDRO DE MAINO;10119;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;1
64156;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CHACHAPOYAS;SOLOCO;10120;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;1
64157;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CONDORCANQUI;NIEVA;10401;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;2
64158;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CONDORCANQUI;NIEVA;10401;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64159;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;CONDORCANQUI;RIO SANTIAGO;10403;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;2
64160;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;LUYA;COCABAMBA;10503;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;1
64161;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;LUYA;COLCAMAR;10504;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;1
64162;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;LUYA;COLCAMAR;10504;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;18
64163;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;LUYA;LAMUD;10501;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64164;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;LUYA;LUYA;10509;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;2
64165;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;LUYA;MARIA;10511;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;1
64166;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;LUYA;SAN JERONIMO;10518;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;1
64167;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;LUYA;SANTO TOMAS;10521;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;1
64168;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;10605;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64169;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;10606;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64170;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;10607;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;1
64171;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;10609;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64172;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;RODRIGUEZ DE MENDOZA;SANTA ROSA;10610;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64173;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;10701;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;1
64174;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;10701;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;8
64175;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;10701;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64176;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;UTCUBAMBA;CAJARURO;10702;Fibra Óptica;Comercial;4 Mbps <= BW < 8 Mbps;4096;8192;1
64177;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;UTCUBAMBA;JAMALCA;10705;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64178;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;UTCUBAMBA;LONYA GRANDE;10706;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;2
64179;20240617;202312;ENTEL PERÚ S.A.;AMAZONAS;UTCUBAMBA;YAMON;10707;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;1
64180;20240617;202312;ENTEL PERÚ S.A.;ANCASH;AIJA;AIJA;20201;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;2
64181;20240617;202312;ENTEL PERÚ S.A.;ANCASH;AIJA;CORIS;20202;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;1
64182;20240617;202312;ENTEL PERÚ S.A.;ANCASH;AIJA;LA MERCED;20204;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;1
64183;20240617;202312;ENTEL PERÚ S.A.;ANCASH;AIJA;SUCCHA;20205;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;2
64184;20240617;202312;ENTEL PERÚ S.A.;ANCASH;ANTONIO RAYMONDI;ACZO;20302;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64185;20240617;202312;ENTEL PERÚ S.A.;ANCASH;ANTONIO RAYMONDI;CHACCHO;20303;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64186;20240617;202312;ENTEL PERÚ S.A.;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;20301;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;1
64187;20240617;202312;ENTEL PERÚ S.A.;ANCASH;ASUNCION;ACOCHACA;20402;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64188;20240617;202312;ENTEL PERÚ S.A.;ANCASH;ASUNCION;CHACAS;20401;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;2
64189;20240617;202312;ENTEL PERÚ S.A.;ANCASH;BOLOGNESI;AQUIA;20504;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;1
64190;20240617;202312;ENTEL PERÚ S.A.;ANCASH;BOLOGNESI;CAJACAY;20505;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;1
64191;20240617;202312;ENTEL PERÚ S.A.;ANCASH;BOLOGNESI;COLQUIOC;20507;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;1
64192;20240617;202312;ENTEL PERÚ S.A.;ANCASH;BOLOGNESI;HUALLANCA;20508;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;1
64193;20240617;202312;ENTEL PERÚ S.A.;ANCASH;BOLOGNESI;HUALLANCA;20508;Otras Tecnologías;Residencial;1024 <= BW < 2048 kbps;1024;2048;7
64194;20240617;202312;ENTEL PERÚ S.A.;ANCASH;BOLOGNESI;HUASTA;20509;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
64195;20240617;202312;ENTEL PERÚ S.A.;ANCASH;CARHUAZ;ANTA;20604;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;3
64196;20240617;202312;ENTEL PERÚ S.A.;ANCASH;CARHUAZ;CARHUAZ;20601;Otras Tecnologías;Comercial;2048 <=  BW < 4096 kbps;2048;4096;1
