NUM;FECHA_CORTE;PERIODO;EMPRESA;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO_DISTRITO;TECNOLOGÍA;SEGMENTO;RANGO_VELOC_BAJADA;VELOC_INFERIOR_KBPS;VELOC_SUPERIOR_EXCLUYENTE_KBPS;CANT_CONEXIONES
2354;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;HUANCHACO;130104;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;134
2355;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Comercial;2048 <=  BW < 4096 kbps;2048;4096;1
2356;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Comercial;4 Mbps <= BW < 8 Mbps;4096;8192;2
2357;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;6
2358;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;4
2359;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Comercial;30 Mbps <= BW < 50 Mbps;30720;51200;8
2360;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;13
2361;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;21
2362;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Comercial;BW >= 200 Mbps;204800;N.A.;9
2363;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Residencial;2048 <=  BW < 4096 kbps;2048;4096;3
2364;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;14
2365;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;416
2366;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;142
2367;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;1150
2368;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;3310
2369;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;1815
2370;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Cablemódem;Residencial;BW >= 200 Mbps;204800;N.A.;112
2371;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Fibra Óptica;Comercial;30 Mbps <= BW < 50 Mbps;30720;51200;1
2372;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;9
2373;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;7
2374;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;1
2375;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;17
2376;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Fibra Óptica;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;4
2377;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Fibra Óptica;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;109
2378;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;1719
2379;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;1237
2380;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;69
2381;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Otras Tecnologías;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;3
2382;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Otras Tecnologías;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;1
2383;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;10
2384;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;1
2385;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;27
2386;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LA ESPERANZA;61305;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;165
2387;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Fibra Óptica;Comercial;30 Mbps <= BW < 50 Mbps;30720;51200;2
2388;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;14
2389;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;6
2390;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;2
2391;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;7
2392;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Fibra Óptica;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;33
2393;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;1041
2394;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;670
2395;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;32
2396;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Otras Tecnologías;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;1
2397;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;1
2398;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;3
2399;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;LAREDO;130106;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;37
2400;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;6
2401;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;7
2402;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;2
2403;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;8
2404;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Fibra Óptica;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;28
2405;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Fibra Óptica;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;266
2406;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;915
2407;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;662
2408;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;61
2409;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Otras Tecnologías;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;4
2410;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Otras Tecnologías;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;5
2411;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;8
2412;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;1
2413;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;21
2414;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;MOCHE;130107;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;149
2415;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;POROTO;130108;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;1
2416;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;2
2417;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;5
2418;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;1
2419;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;4
2420;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Fibra Óptica;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;386
2421;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;353
2422;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;276
2423;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;19
2424;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Otras Tecnologías;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;2
2425;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Otras Tecnologías;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;2
2426;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;4
2427;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;2
2428;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;5
2429;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SALAVERRY;130109;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;28
2430;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SIMBAL;130110;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;1
2431;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;SIMBAL;130110;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;4
2432;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Comercial;2048 <=  BW < 4096 kbps;2048;4096;2
2433;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Comercial;4 Mbps <= BW < 8 Mbps;4096;8192;41
2434;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;131
2435;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;112
2436;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Comercial;30 Mbps <= BW < 50 Mbps;30720;51200;230
2437;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;297
2438;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;335
2439;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Comercial;BW >= 200 Mbps;204800;N.A.;211
2440;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Residencial;1024 <= BW < 2048 kbps;1024;2048;1
2441;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Residencial;2048 <=  BW < 4096 kbps;2048;4096;27
2442;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;160
2443;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;1677
2444;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;756
2445;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;4406
2446;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;11779
2447;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;8087
2448;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Cablemódem;Residencial;BW >= 200 Mbps;204800;N.A.;762
2449;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Fibra Óptica;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;3
2450;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;4
2451;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;1
2452;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;2
2453;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Fibra Óptica;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;11
2454;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Fibra Óptica;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;86
2455;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;291
2456;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;255
2457;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;41
2458;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Otras Tecnologías;Comercial;2048 <=  BW < 4096 kbps;2048;4096;1
2459;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Otras Tecnologías;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;21
2460;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Otras Tecnologías;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;34
2461;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;103
2462;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;5
2463;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;118
2464;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;TRUJILLO;130101;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;900
2465;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Comercial;4 Mbps <= BW < 8 Mbps;4096;8192;1
2466;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;25
2467;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;13
2468;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Comercial;30 Mbps <= BW < 50 Mbps;30720;51200;37
2469;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Comercial;50 Mbps <= BW < 100 Mbps;51200;102400;69
2470;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;83
2471;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Comercial;BW >= 200 Mbps;204800;N.A.;60
2472;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Residencial;2048 <=  BW < 4096 kbps;2048;4096;10
2473;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;39
2474;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;389
2475;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;191
2476;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Residencial;30 Mbps <= BW < 50 Mbps;30720;51200;1123
2477;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;2925
2478;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;2428
2479;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Cablemódem;Residencial;BW >= 200 Mbps;204800;N.A.;303
2480;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Fibra Óptica;Comercial;BW >= 200 Mbps;204800;N.A.;1
2481;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Fibra Óptica;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;1
2482;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Fibra Óptica;Residencial;50 Mbps <= BW < 100 Mbps;51200;102400;106
2483;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Fibra Óptica;Residencial;100 Mbps <= BW < 200 Mbps;102400;204800;89
2484;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Fibra Óptica;Residencial;BW >= 200 Mbps;204800;N.A.;16
2485;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Otras Tecnologías;Comercial;8 Mbps <= BW < 16 Mbps;8192;16384;5
2486;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Otras Tecnologías;Comercial;16 Mbps <= BW < 30 Mbps;16384;30720;10
2487;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Otras Tecnologías;Residencial;2048 <=  BW < 4096 kbps;2048;4096;20
2488;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Otras Tecnologías;Residencial;4 Mbps <= BW < 8 Mbps;4096;8192;1
2489;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Otras Tecnologías;Residencial;8 Mbps <= BW < 16 Mbps;8192;16384;15
2490;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;130111;Otras Tecnologías;Residencial;16 Mbps <= BW < 30 Mbps;16384;30720;160
2491;20240617;202306;AMERICA MOVIL PERU S.A.C.;LA LIBERTAD;VIRU;CHAO;131202;Fibra Óptica;Comercial;100 Mbps <= BW < 200 Mbps;102400;204800;1
